second,fc
1,104
2,106
3,108
4,111
5,113
6,115
7,117
8,119
9,121
10,123
11,125
12,126
13,128
14,130
15,132
16,133
17,136
18,137
19,139
20,141
21,142
22,143
23,144
24,145
25,145
26,147
27,148
28,150
29,151
30,153
