second,fc
1,76
2,78
3,76
4,79
5,82
6,84
7,84
8,81
9,79
10,78
11,76
12,74
13,73
14,73
15,72
16,72
17,72
18,72
19,75
20,76
21,76
22,77
23,78
24,81
25,82
26,83
27,82
28,84
29,85
30,88
31,90
32,93
33,95
34,97
35,97
36,99
37,101
38,104
39,105
40,106
41,107
42,108
43,109
44,110
45,111
46,112
47,111
48,111
49,111
50,111
51,112
52,112
53,113
54,113
55,113
56,114
57,114
58,114
59,113
60,112
61,112
62,112
63,112
64,112
65,112
66,112
67,112
68,112
69,113
70,113
71,113
72,114
73,116
74,116
75,117
76,117
77,116
78,116
79,116
80,116
81,116
82,116
83,116
84,115
85,115
86,115
87,115
88,115
89,115
90,114
91,115
92,116
93,117
94,116
95,115
96,114
97,114
98,114
99,114
100,115
101,115
102,115
103,115
104,113
105,112
106,112
107,112
108,112
109,112
110,112
111,112
112,113
113,113
114,113
115,114
116,114
117,114
118,113
119,112
120,112
121,112
122,111
123,110
124,110
125,110
126,111
127,112
128,112
129,112
130,113
131,114
132,114
133,114
134,114
135,116
136,117
137,117
138,118
139,119
140,120
141,121
142,122
143,122
144,123
145,123
146,124
147,125
148,127
149,127
150,129
151,130
152,130
153,130
154,131
155,131
156,131
157,131
158,132
159,132
160,133
161,133
162,133
163,134
164,135
165,135
166,136
167,136
168,136
169,136
170,136
171,137
172,137
173,138
174,138
175,139
176,139
177,139
178,139
179,139
180,140
181,140
182,140
183,141
184,141
185,142
186,143
187,143
188,144
189,145
190,147
191,147
192,148
193,149
194,150
195,150
196,150
197,151
198,151
199,151
200,151
201,151
202,151
203,151
204,152
205,151
206,151
207,151
208,151
209,151
210,151
211,151
212,151
213,152
214,152
215,153
216,153
217,153
218,153
219,153
220,153
221,153
222,154
223,154
224,154
225,154
226,154
227,154
228,155
229,155
230,155
231,155
232,155
233,156
234,156
235,156
236,156
237,156
238,156
239,156
240,157
241,157
242,157
243,157
244,158
245,158
246,158
247,158
248,158
249,158
250,158
251,158
252,158
253,158
254,158
255,158
256,158
257,159
258,159
259,159
260,159
261,159
262,159
263,159
264,159
265,159
266,159
267,159
268,159
269,159
270,160
271,160
272,160
273,160
274,160
275,160
276,160
277,160
278,160
279,160
280,160
281,160
282,160
283,160
284,161
285,161
286,161
287,161
288,161
289,161
290,161
291,161
292,161
293,161
294,161
295,161
296,160
297,160
298,160
299,160
300,160
301,160
302,160
303,160
304,159
305,159
306,159
307,159
308,159
309,159
310,159
311,159
312,159
313,160
314,160
315,160
316,160
317,160
