second,fc
1,111
2,112
3,112
4,113
5,114
6,114
7,115
8,115
9,115
10,115
11,115
12,115
13,115
14,116
15,117
16,117
17,117
18,117
19,118
20,118
21,118
22,118
23,118
24,118
25,118
26,118
27,117
28,117
29,117
30,117
31,117
32,118
33,118
34,118
35,118
36,118
37,118
38,118
39,118
40,118
41,117
42,117
43,117
44,117
45,116
46,116
47,115
48,115
49,115
50,114
51,113
52,113
53,113
54,113
55,113
56,114
57,114
58,114
59,114
60,114
61,114
62,114
63,114
64,114
65,115
66,115
67,114
68,114
69,114
70,114
71,113
72,113
73,113
74,113
75,113
76,113
77,113
78,113
79,113
80,114
81,114
82,114
83,114
84,113
85,113
86,113
87,113
88,113
89,113
90,113
91,114
92,114
93,114
94,114
95,114
96,113
97,113
98,112
99,112
100,112
101,112
102,112
103,112
104,112
105,112
106,112
107,112
108,112
109,112
110,112
111,112
112,112
113,112
114,112
115,112
116,113
117,113
118,113
119,113
120,112
121,112
122,112
123,112
124,112
125,112
126,112
127,112
128,113
129,113
130,113
131,113
132,114
133,114
134,115
135,115
136,115
137,115
138,116
139,116
140,116
141,117
142,117
143,117
144,117
145,117
146,117
147,117
148,116
149,116
150,115
151,115
152,115
153,115
154,115
155,115
156,115
157,116
158,116
159,116
160,116
161,116
162,116
163,116
164,116
165,116
166,116
167,116
168,116
169,115
170,115
171,114
172,113
173,113
174,114
175,114
176,114
177,114
178,114
179,114
180,114
181,114
182,115
183,115
184,115
185,116
186,116
187,116
188,116
189,116
190,116
191,117
192,117
193,118
194,118
195,119
196,119
197,120
198,120
199,120
200,120
201,120
202,120
203,121
204,121
205,122
206,122
207,122
208,122
209,122
210,122
211,122
212,123
213,123
214,124
215,124
216,124
217,124
218,125
219,125
220,125
221,125
222,125
223,125
224,125
225,124
226,124
227,124
228,124
229,124
230,124
231,124
232,124
233,124
234,124
235,123
236,122
237,121
238,120
239,120
240,121
241,121
242,121
243,121
244,122
245,122
246,123
247,122
248,122
249,121
250,121
251,122
252,122
253,123
254,124
255,124
256,124
257,125
258,125
259,126
260,126
261,125
262,126
263,126
264,126
265,126
266,126
267,126
268,126
269,126
270,126
271,126
272,126
273,126
274,127
275,129
276,130
277,130
278,131
279,131
280,131
281,130
282,130
283,130
284,130
285,130
286,130
287,129
288,129
289,129
290,128
291,127
292,127
293,127
294,127
295,128
296,129
297,129
298,130
299,130
300,132
301,132
302,133
303,133
304,134
305,134
306,135
307,135
308,136
309,137
310,137
311,138
312,139
313,139
314,139
315,139
316,139
317,139
318,139
319,139
320,140
321,140
322,140
323,141
324,141
325,141
326,141
327,141
328,141
329,141
330,141
331,141
332,141
333,141
334,141
335,141
336,141
337,141
338,141
339,142
340,142
341,142
342,142
343,142
344,142
345,142
346,142
347,142
348,142
349,142
350,142
351,142
352,142
353,143
354,143
355,144
356,145
357,145
358,145
359,145
360,146
361,146
362,146
363,146
364,146
365,146
366,146
367,147
368,147
369,148
370,148
371,149
372,150
373,151
374,151
375,151
376,152
377,152
378,152
379,153
380,153
381,154
382,154
383,155
384,155
385,155
386,155
387,154
388,154
389,154
390,154
391,154
392,154
393,154
394,154
395,154
396,154
397,154
398,154
399,155
400,155
401,155
402,156
403,156
404,156
405,156
406,157
407,157
408,157
409,157
410,158
411,158
412,159
413,159
414,159
415,159
416,158
417,158
418,157
419,157
420,157
421,158
422,158
423,159
424,159
425,159
426,160
427,160
428,159
429,159
430,159
431,159
432,160
433,160
434,160
435,159
436,159
437,159
438,159
439,159
440,159
441,159
442,159
443,159
444,159
445,159
446,159
447,159
448,159
449,159
450,160
451,160
452,160
453,160
454,160
455,160
456,161
457,161
458,161
459,161
460,162
461,162
462,162
463,162
464,162
465,163
466,163
467,163
468,163
469,163
470,163
471,164
472,164
473,164
474,165
475,165
476,166
477,167
478,167
479,168
480,168
481,168
482,169
483,169
484,169
485,169
486,169
487,169
488,169
489,169
490,169
491,169
492,169
493,169
494,169
495,169
496,170
497,170
498,170
499,170
500,170
501,170
502,171
503,171
504,171
505,171
506,172
507,172
508,172
509,172
510,172
511,173
512,172
513,173
514,173
515,173
516,173
517,173
518,173
519,173
520,173
521,173
522,173
523,173
524,173
525,173
526,173
527,173
528,173
529,173
530,174
531,174
532,173
533,173
534,173
535,173
536,173
537,173
538,173
539,173
540,173
541,173
542,173
543,173
544,173
545,173
546,173
547,173
548,174
549,174
550,174
551,174
552,174
553,174
554,175
555,175
556,175
557,175
558,175
559,175
560,175
561,176
562,176
563,176
564,176
565,176
566,176
567,176
568,177
569,177
570,177
571,177
572,177
573,177
574,177
575,177
576,177
577,177
578,177
579,177
580,177
581,177
582,177
583,177
584,177
585,177
586,178
587,178
588,178
589,178
590,178
591,178
592,178
593,178
594,178
595,178
596,179
597,179
598,179
599,180
600,180
601,180
602,181
603,181
604,181
605,181
606,181
607,181
608,181
609,181
610,181
611,182
612,182
613,182
614,182
615,182
616,182
617,182
618,182
619,182
620,182
621,182
622,182
623,182
624,182
625,182
626,182
627,182
628,182
629,183
630,183
631,183
632,183
633,183
634,183
635,183
636,183
637,183
638,183
639,183
640,183
641,183
642,183
643,183
644,183
645,183
646,183
647,183
648,183
649,183
650,183
651,183
652,183
653,183
654,184
655,184
656,184
657,184
658,184
659,185
660,185
661,185
662,185
663,185
664,186
665,186
666,186
667,186
668,186
669,186
670,186
671,186
672,186
673,186
674,186
675,186
676,186
677,186
678,186
679,186
680,186
681,186
682,186
683,186
