second,fc
1,118
2,118
3,118
4,118
5,119
6,120
7,121
8,122
9,123
10,123
11,124
12,125
13,125
14,123
15,125
16,123
17,124
18,124
19,127
20,127
21,127
22,128
23,129
24,130
25,131
26,131
27,132
28,133
29,133
30,134
31,136
32,137
33,137
34,138
35,138
36,139
37,140
38,141
39,142
40,143
41,143
42,144
43,144
44,144
45,144
46,144
47,144
48,143
49,143
50,143
51,144
52,144
53,145
54,145
55,145
56,145
57,145
58,146
59,146
60,147
61,148
62,149
63,150
64,151
65,151
66,152
67,153
68,153
69,150
70,152
71,154
72,154
73,155
74,154
75,154
76,154
77,154
78,157
79,157
80,157
81,158
82,158
83,158
84,160
85,160
86,160
87,161
88,162
89,162
90,163
91,163
92,164
93,164
94,163
95,162
96,162
97,161
98,160
99,160
100,159
101,158
102,158
103,157
104,157
105,158
106,157
107,157
108,157
109,157
110,157
111,157
112,157
113,157
114,157
115,158
116,158
117,159
118,159
119,159
120,158
121,158
122,158
123,158
124,158
125,158
126,158
127,160
128,160
129,160
130,161
131,160
132,160
133,160
134,160
135,160
136,160
137,160
138,160
139,160
140,160
141,160
142,160
143,160
144,160
145,160
146,160
147,160
148,160
149,160
150,159
151,159
152,160
153,160
154,160
155,161
156,161
157,161
158,162
159,162
160,162
161,163
162,163
163,163
164,163
165,164
166,163
167,164
168,164
169,164
170,164
171,164
172,164
173,164
174,164
175,164
176,164
177,164
178,164
179,164
180,164
181,163
182,163
183,163
184,163
185,163
186,163
187,163
188,163
189,165
190,165
191,165
192,164
193,165
194,165
195,165
196,165
197,166
198,166
199,166
200,166
201,167
202,166
203,166
204,166
205,166
206,166
207,166
208,166
209,166
210,165
211,165
212,165
213,165
214,165
215,165
216,165
217,166
218,166
219,166
220,166
221,166
222,166
223,167
224,167
225,167
226,166
227,166
228,167
229,167
230,167
231,167
232,167
233,168
234,168
235,168
236,168
237,168
238,168
239,168
240,168
241,168
242,168
243,168
244,167
245,167
246,167
247,166
248,167
249,167
250,167
251,167
252,167
253,167
254,167
255,167
256,167
257,167
258,167
259,167
260,167
261,167
262,167
263,167
264,167
265,167
266,167
267,167
268,167
269,168
270,168
271,168
272,168
273,168
274,168
275,169
276,169
277,169
278,169
279,169
280,170
281,169
282,169
283,169
284,169
285,169
286,170
287,170
288,170
289,170
290,170
291,170
292,169
293,170
294,169
295,170
296,170
297,170
298,170
299,170
300,170
301,170
302,170
303,170
304,170
305,170
306,170
307,170
308,170
309,170
310,170
311,169
312,169
313,169
314,169
315,169
316,170
317,170
318,170
319,170
320,170
321,170
322,170
323,171
324,171
325,171
326,171
327,171
328,171
329,171
330,171
331,171
332,170
333,170
334,170
335,170
336,170
337,170
338,170
339,170
340,170
341,170
342,170
343,170
344,170
345,170
346,170
347,170
348,170
349,170
350,170
351,170
352,170
353,170
354,171
355,171
356,171
357,171
358,171
359,171
360,171
361,171
362,171
363,171
364,172
365,172
366,171
367,171
368,171
369,171
370,171
371,171
372,171
373,170
374,170
375,170
376,170
377,170
378,170
379,170
380,170
381,170
382,170
383,170
384,170
385,170
386,170
387,170
388,170
389,170
390,170
391,170
392,171
393,171
394,171
395,171
396,171
397,172
398,172
399,172
400,173
401,173
402,173
403,174
404,174
405,174
406,174
407,174
408,174
409,174
410,174
411,174
412,174
413,174
414,174
415,174
416,174
417,174
418,174
419,174
420,174
421,174
422,174
423,174
424,173
425,173
426,173
427,174
428,174
429,174
430,174
431,174
432,174
433,174
434,174
435,174
436,174
437,174
438,174
439,175
440,175
441,175
442,175
443,175
444,175
445,174
446,174
447,174
448,175
449,175
450,175
451,175
452,175
453,175
454,176
455,176
456,176
457,176
458,176
459,176
460,176
461,176
462,176
463,176
464,176
465,176
466,176
467,176
468,176
469,176
470,177
471,177
472,177
473,177
474,177
475,177
476,177
477,177
478,177
479,177
480,177
481,174
482,175
483,175
484,175
485,175
486,175
487,176
488,176
489,176
490,176
491,176
492,176
493,177
494,177
495,177
496,177
497,177
498,177
499,177
500,177
501,177
502,177
503,177
504,176
505,176
506,176
507,176
508,176
509,176
510,176
511,176
512,176
513,176
514,176
515,176
516,177
517,176
518,176
519,176
520,176
521,176
522,176
523,176
524,176
525,176
526,176
527,176
528,176
529,176
530,176
531,175
532,175
533,175
