second,fc
1,97
2,99
3,101
4,103
5,105
6,106
7,107
8,109
9,111
10,113
11,115
12,118
13,120
14,123
15,126
16,129
17,132
18,134
19,136
20,139
21,140
22,142
23,143
24,144
25,145
26,146
27,147
28,147
29,148
30,148
31,148
32,147
33,148
34,149
35,150
36,151
37,151
38,152
39,153
40,154
41,155
42,156
43,156
44,157
45,158
46,158
47,158
48,158
49,159
50,159
51,160
52,160
53,160
54,160
55,160
56,161
57,161
58,162
59,162
60,163
61,164
62,165
63,165
64,166
65,167
66,167
67,168
68,168
69,169
70,169
71,170
72,170
73,170
74,170
75,170
76,170
77,170
78,170
79,170
80,170
81,170
82,169
83,169
84,169
85,169
86,169
87,169
88,169
89,169
90,169
91,169
92,168
93,168
94,168
95,168
96,168
97,168
98,168
99,169
100,169
101,170
102,170
103,171
104,171
105,171
106,172
107,173
108,173
109,173
110,174
111,174
112,174
113,175
114,175
115,175
116,175
117,175
118,176
119,176
120,176
121,176
122,176
123,177
124,177
125,177
126,177
127,177
128,177
129,177
130,177
131,176
132,177
133,177
134,175
135,175
136,176
137,176
138,176
139,177
140,177
141,178
142,178
143,179
144,179
145,179
146,179
147,179
148,179
149,179
150,179
151,179
152,180
153,180
154,180
155,180
156,180
157,180
158,180
159,180
160,180
161,181
162,181
163,181
164,181
165,181
166,181
167,181
168,180
169,181
170,181
171,180
172,180
173,180
174,181
175,181
176,181
177,181
178,181
179,181
180,181
181,181
182,182
183,182
184,182
185,182
186,182
187,183
188,183
189,183
190,183
191,183
192,183
193,183
194,183
195,183
196,184
197,184
198,184
199,184
200,184
201,185
202,185
203,185
204,185
205,185
206,185
207,185
208,185
209,185
210,185
211,185
212,185
213,185
214,185
215,185
216,185
217,185
218,185
219,185
220,185
221,185
222,185
223,186
224,186
225,186
226,186
227,186
228,186
229,186
230,185
231,185
232,185
233,185
234,185
235,185
236,185
237,185
238,185
239,185
240,186
241,186
242,186
243,186
244,187
245,187
246,187
247,187
248,187
249,187
250,187
251,187
252,186
253,186
254,186
255,186
256,187
257,187
258,187
259,187
260,187
261,187
262,187
263,187
264,188
265,188
266,188
267,188
268,188
269,188
270,188
271,188
272,188
273,188
274,188
275,188
276,188
277,188
278,188
279,189
280,189
281,189
282,189
283,189
284,189
285,189
286,189
287,189
288,189
289,188
290,188
291,189
292,189
293,188
294,189
295,189
296,189
297,189
298,189
299,189
300,190
301,190
302,190
303,190
304,191
305,191
306,191
307,191
308,191
309,191
310,191
311,191
312,190
313,190
314,190
315,190
316,190
317,190
318,190
319,190
320,190
321,190
322,190
323,191
324,191
325,191
326,191
327,191
328,191
329,191
330,191
331,191
332,190
333,190
334,190
335,190
336,190
337,190
338,190
339,191
340,191
341,191
342,191
343,191
344,191
345,192
346,191
347,191
348,191
349,191
350,191
351,191
352,191
353,191
354,191
355,191
356,191
357,191
358,191
359,191
360,191
361,191
362,191
363,192
364,192
365,192
366,192
367,192
368,192
369,192
370,192
371,192
372,192
373,192
374,190
375,190
376,191
377,191
378,191
379,191
380,191
381,191
382,192
383,192
384,192
385,192
386,193
387,192
388,193
389,193
390,193
391,193
392,193
393,193
394,193
395,193
396,193
397,193
398,193
399,193
400,193
401,193
402,193
403,193
404,193
405,193
406,193
407,193
408,193
409,193
410,193
411,193
412,193
413,193
414,193
415,193
416,193
417,193
418,193
419,193
420,193
421,193
422,194
423,194
424,194
425,194
426,194
427,194
428,194
429,194
430,194
431,194
432,194
433,194
434,194
435,194
436,194
437,194
438,195
439,195
440,195
441,195
442,195
443,195
444,195
445,195
446,195
447,195
448,195
449,195
450,195
451,194
452,194
453,194
454,194
455,195
456,195
457,195
458,195
459,195
460,195
461,195
462,195
463,195
464,195
465,195
466,195
467,195
468,195
469,195
470,195
471,194
472,194
473,195
474,195
475,195
476,195
477,195
478,195
479,195
480,195
481,195
482,195
483,195
484,195
485,195
486,195
487,195
488,195
489,195
490,195
491,195
492,195
493,195
494,195
495,195
496,195
497,195
498,194
499,194
500,195
501,195
502,195
503,195
504,195
505,195
506,195
507,195
508,195
509,195
510,195
511,195
512,195
513,195
514,196
515,196
516,196
517,196
518,196
519,196
520,196
521,196
522,196
523,196
524,196
525,196
526,196
527,196
528,196
529,195
530,195
531,196
532,196
533,196
534,196
535,196
536,196
537,196
538,196
539,196
540,196
541,196
542,196
543,196
544,196
545,196
546,196
547,196
548,196
549,196
550,196
551,196
552,196
553,196
554,196
555,196
556,196
557,196
558,197
559,197
560,197
561,197
562,197
563,197
564,197
565,197
566,197
567,197
568,197
569,197
570,197
571,197
572,197
573,197
574,197
575,197
576,197
577,197
578,197
579,197
580,197
581,197
582,197
583,197
584,197
585,197
586,197
587,197
588,197
589,197
590,197
591,197
592,198
593,197
594,197
595,197
596,197
597,198
598,198
599,198
600,197
601,197
602,197
603,197
604,197
605,197
606,197
607,197
608,197
609,197
610,197
611,197
612,198
613,198
614,198
615,198
616,198
617,198
618,198
619,198
620,199
621,199
622,198
623,199
624,199
625,199
626,199
627,199
628,199
629,199
630,199
631,199
632,199
633,198
634,198
635,198
636,198
637,198
638,199
639,199
640,198
641,198
642,198
643,198
644,198
645,198
646,198
647,198
648,199
649,198
650,199
651,199
652,199
653,199
654,199
655,199
656,199
657,199
658,199
659,199
660,199
661,199
662,199
663,199
664,199
665,199
666,198
667,198
668,199
669,199
670,199
671,199
672,199
673,199
674,199
675,198
676,199
677,199
678,199
679,199
680,199
681,198
682,198
683,199
684,198
685,198
686,198
687,199
688,199
689,199
690,199
691,199
692,199
693,199
694,199
695,199
696,199
697,199
698,199
699,199
700,199
701,199
702,199
703,199
704,199
705,199
706,199
707,199
708,199
709,199
710,199
711,199
712,199
713,199
714,199
715,199
716,199
717,199
718,199
719,199
720,199
721,199
722,198
723,198
724,198
725,198
726,198
727,198
728,198
729,198
730,199
731,198
732,199
733,199
734,199
735,199
736,199
737,199
738,199
739,198
740,198
741,198
742,198
743,198
744,198
745,199
746,198
747,198
748,198
749,198
750,199
751,198
752,198
753,198
754,198
755,198
756,198
757,198
758,198
759,198
760,198
761,199
762,198
763,198
764,198
765,199
766,199
767,199
768,199
769,199
770,199
771,199
772,199
773,199
774,199
775,198
776,198
777,198
778,198
779,198
780,198
781,198
782,198
783,198
784,198
785,198
786,198
787,198
788,198
789,198
790,198
791,198
792,198
793,198
794,198
795,198
796,198
797,198
798,198
799,198
800,198
801,198
802,198
803,198
804,198
805,198
806,198
807,198
808,198
809,198
810,198
811,199
812,199
813,198
814,198
815,198
816,198
817,198
818,198
819,198
820,198
821,198
822,198
823,199
824,198
825,198
826,199
827,199
828,199
829,199
830,199
831,199
832,199
833,199
834,199
835,199
836,199
837,199
838,199
839,199
840,200
841,200
842,200
843,200
844,200
845,200
846,200
847,200
848,200
849,200
850,200
851,200
852,200
853,200
854,200
855,200
856,200
857,199
858,199
859,200
860,200
861,200
862,200
863,200
864,200
865,200
866,200
867,200
868,200
869,200
870,200
871,200
872,200
873,200
874,200
875,200
876,200
877,199
878,199
879,200
880,200
881,200
882,200
883,200
884,200
885,200
886,200
887,200
888,200
