second,fc
1,101
2,103
3,105
4,105
5,107
6,108
7,111
8,113
9,115
10,116
11,119
12,122
13,122
14,125
15,126
16,128
17,131
18,131
19,133
20,135
21,135
22,136
23,137
24,138
25,139
26,140
27,140
28,141
29,142
30,143
31,144
32,144
33,145
34,145
35,146
36,147
37,148
38,148
39,149
40,149
41,149
42,149
43,149
44,149
45,149
46,149
47,149
48,149
49,149
50,149
51,150
52,150
53,150
54,151
55,151
56,152
57,152
58,153
59,153
60,153
61,153
62,153
63,154
64,154
65,154
66,153
67,153
68,153
69,153
70,153
71,153
72,153
73,153
74,153
75,153
76,153
77,154
78,154
79,154
80,154
81,154
82,154
83,154
84,155
85,155
86,155
87,155
88,155
89,155
90,155
91,155
92,155
93,155
94,155
95,155
96,155
97,155
98,155
99,154
100,154
101,154
102,154
103,153
104,153
105,152
106,151
107,150
108,150
109,150
110,150
111,150
112,150
113,150
114,150
115,149
116,149
117,149
118,149
119,149
120,149
121,150
122,150
123,150
124,149
125,149
126,149
127,149
128,149
129,149
130,148
131,148
132,147
133,147
134,146
135,146
136,145
137,145
138,144
139,143
140,142
141,141
142,140
143,140
144,140
145,140
146,140
147,139
148,138
149,136
150,135
151,134
152,133
153,132
154,132
155,131
156,131
157,132
158,132
159,134
160,135
161,137
162,139
163,140
164,141
165,142
166,143
167,144
168,144
169,144
170,145
171,144
172,143
173,143
174,143
175,143
176,143
177,142
178,142
179,142
180,142
181,142
182,142
183,142
184,142
185,143
186,143
187,143
188,144
189,144
190,145
191,146
192,146
193,146
194,147
195,147
196,147
197,147
198,147
199,147
200,147
201,147
202,147
203,147
204,147
205,148
206,148
207,149
208,150
209,150
210,150
211,150
212,150
213,150
214,150
215,149
216,149
217,150
218,150
219,150
220,151
221,152
222,152
223,153
224,154
225,155
226,156
227,156
228,157
229,158
230,159
231,159
232,159
233,160
234,160
235,160
236,160
237,161
238,161
239,161
240,161
241,161
242,160
243,160
244,160
245,160
246,159
247,159
248,159
249,160
250,160
251,160
252,160
253,160
254,160
255,160
256,160
257,160
258,160
259,160
260,160
261,160
262,160
263,160
264,159
265,159
266,159
267,159
268,159
269,159
270,158
271,158
272,158
273,157
274,157
275,157
276,156
277,156
278,154
279,153
280,151
281,150
282,150
283,148
284,147
285,145
286,145
287,144
288,143
289,142
290,141
291,140
292,140
293,140
294,139
295,137
296,134
297,132
298,131
299,132
300,134
301,135
302,136
303,137
304,137
305,137
306,137
307,136
308,135
309,134
310,133
311,132
312,132
313,132
314,132
315,133
316,134
317,135
318,135
319,136
320,136
321,136
322,136
323,136
324,136
325,136
326,136
327,137
328,137
329,137
330,138
331,138
332,139
333,139
