second,fc
1,127
2,127
3,127
4,128
5,128
6,128
7,128
8,127
9,126
10,126
11,126
12,126
13,126
14,125
15,125
16,125
17,126
18,127
19,127
20,128
21,128
22,129
23,129
24,129
25,129
26,129
27,129
28,130
29,131
30,132
31,132
32,132
33,133
34,133
35,132
36,132
37,131
38,131
39,130
40,131
41,131
42,131
43,132
44,133
45,133
46,134
47,135
48,135
49,135
50,135
51,135
52,135
53,136
54,136
55,137
56,137
57,137
58,136
59,135
60,134
61,133
62,132
63,132
64,132
65,132
66,132
67,132
68,132
69,132
70,132
71,131
72,131
73,131
74,131
75,131
76,132
77,132
78,133
79,134
80,134
81,135
82,136
83,136
84,136
85,136
86,135
87,135
88,135
89,134
90,134
91,135
92,135
93,135
94,136
95,136
96,136
97,136
98,136
99,135
100,135
101,134
102,134
103,134
104,134
105,134
106,134
107,134
108,134
109,134
110,134
111,134
112,135
113,135
114,135
115,135
116,136
117,136
118,136
119,137
120,137
121,137
122,137
123,138
124,138
125,138
126,138
127,138
128,138
129,139
130,139
131,139
132,139
133,139
134,139
135,139
136,139
137,140
138,140
139,141
140,141
141,141
142,142
143,142
144,142
145,142
146,142
147,142
148,142
149,143
150,143
151,143
152,143
153,143
154,143
155,142
156,142
157,142
158,142
159,142
160,141
161,141
162,141
163,141
164,141
165,141
166,142
167,142
168,143
169,143
170,143
171,143
172,144
173,144
174,144
175,144
176,143
177,143
178,144
179,144
180,144
181,144
182,144
183,144
184,144
185,144
186,145
187,145
188,145
189,145
190,145
191,145
192,145
193,145
194,144
195,144
196,143
197,143
198,143
199,142
200,142
201,142
202,143
203,143
204,144
205,144
206,145
207,145
208,146
209,146
210,146
211,146
212,147
213,147
214,147
215,147
216,147
217,147
218,147
219,146
220,146
221,147
222,147
223,147
224,147
225,147
226,147
227,147
228,147
229,146
230,146
231,146
232,146
233,146
234,146
235,146
236,147
237,147
238,147
239,147
240,147
241,147
242,147
243,148
244,148
245,149
246,149
247,149
248,150
249,150
250,151
251,151
252,151
253,151
254,152
255,152
256,152
257,152
258,152
259,151
260,151
261,150
262,150
263,149
264,149
265,149
266,150
267,150
268,150
269,150
270,150
271,150
272,150
273,150
274,150
275,150
276,150
277,150
278,150
279,149
280,149
281,149
282,149
283,149
284,148
285,148
286,148
287,148
288,147
289,147
290,147
291,147
292,147
293,147
294,148
295,148
296,148
297,149
298,149
299,149
300,149
301,149
302,149
303,149
304,149
305,149
306,149
307,149
308,149
309,149
310,149
311,149
312,149
313,149
314,150
315,150
316,150
317,151
318,151
319,151
320,150
321,150
322,150
323,150
324,151
325,151
326,151
327,152
328,152
329,152
330,152
331,153
332,153
333,153
334,153
335,154
336,154
337,154
338,154
339,154
340,154
341,154
342,154
343,154
344,154
345,154
346,155
347,155
348,155
349,155
350,156
351,156
352,156
353,156
354,156
355,157
356,157
357,156
358,156
359,156
360,156
361,156
362,156
363,156
364,156
365,156
366,156
367,156
368,156
369,156
370,156
371,156
372,156
373,156
374,156
375,157
376,157
377,157
378,158
379,158
380,158
381,159
382,159
383,159
384,160
385,160
386,160
387,160
388,160
389,160
390,160
391,161
392,161
393,161
394,161
395,162
396,162
397,162
398,163
399,163
400,163
401,163
402,164
403,164
404,164
405,164
406,164
407,165
408,165
409,165
410,165
411,165
412,165
413,165
414,165
415,165
416,165
417,166
418,166
419,166
420,166
421,166
422,166
423,166
424,166
425,166
426,166
427,167
428,167
429,167
430,167
431,167
432,167
433,168
434,168
435,168
436,168
437,167
438,167
439,167
440,167
441,167
442,167
443,167
444,167
445,167
446,167
447,167
448,167
449,167
450,167
451,167
452,167
453,167
454,167
455,167
456,167
457,167
458,167
459,166
460,166
461,166
462,166
463,166
464,166
465,166
466,166
467,166
468,166
469,166
470,166
471,166
472,166
473,166
474,166
475,166
476,166
477,167
478,167
479,167
480,167
481,167
482,167
483,167
484,166
485,167
486,167
487,167
488,167
489,167
490,167
491,168
492,168
493,168
494,168
495,168
496,168
497,168
498,168
499,168
500,168
501,168
502,168
503,168
504,168
505,168
506,168
507,168
508,168
509,168
510,168
511,168
512,168
513,168
514,168
515,168
516,168
517,168
518,168
519,168
520,169
521,169
522,169
523,169
524,169
525,169
526,169
527,169
528,169
529,169
530,169
531,169
532,169
533,169
534,169
535,169
536,169
537,169
538,169
539,169
540,170
541,170
542,170
543,170
544,170
545,170
546,170
547,170
548,170
549,170
550,170
551,170
552,170
553,170
554,170
555,170
556,170
557,170
558,170
559,170
560,170
561,170
562,170
563,170
564,170
565,170
566,169
567,169
568,169
569,169
570,169
571,170
572,170
573,170
574,170
575,170
576,170
577,171
578,171
579,171
580,171
581,171
582,171
583,172
584,172
585,172
586,172
587,172
588,172
589,172
590,172
591,172
592,172
593,172
594,172
595,172
596,172
597,172
598,172
599,171
600,171
601,171
602,171
603,171
604,171
605,171
606,171
607,171
608,171
609,171
610,171
611,171
612,171
613,171
614,171
615,171
616,171
617,171
618,172
619,172
620,172
621,172
622,172
623,172
624,172
625,172
626,172
627,172
628,172
629,172
630,172
631,172
632,172
633,172
634,172
635,172
636,172
637,172
638,172
639,172
640,172
641,173
642,173
643,173
644,173
645,173
646,173
647,173
648,173
649,173
650,172
651,172
652,172
653,172
654,171
655,171
656,171
657,171
658,171
659,171
660,171
661,171
662,171
663,171
664,171
665,171
666,171
667,171
668,171
669,172
670,172
671,172
672,172
673,172
674,172
675,172
676,172
677,172
678,172
679,172
680,173
681,173
682,173
683,173
684,173
685,173
686,173
687,173
688,173
689,173
