second,fc
1,99
2,99
3,99
4,100
5,100
6,101
7,102
8,102
9,102
10,101
11,101
12,100
13,100
14,100
15,100
16,100
17,101
18,101
19,102
20,102
21,102
22,103
23,104
24,104
25,104
26,104
27,103
28,103
29,102
30,101
31,101
32,101
33,101
34,102
35,102
36,103
37,104
38,104
39,104
40,104
41,104
42,104
43,104
44,104
45,104
46,104
47,104
48,105
49,105
50,105
51,105
52,104
53,103
54,103
55,102
56,102
57,102
58,102
59,103
60,104
61,104
62,104
63,103
64,103
65,102
66,101
67,100
68,100
69,100
70,100
71,100
72,101
73,101
74,102
75,103
76,103
77,103
78,102
79,101
80,101
81,100
82,100
83,100
84,100
85,100
86,101
87,102
88,102
89,102
90,102
91,102
92,101
93,102
94,102
95,102
96,103
97,103
98,104
99,104
100,104
101,104
102,104
103,105
104,105
105,105
106,106
107,106
108,106
109,107
110,107
111,108
112,108
113,108
114,108
115,107
116,106
117,106
118,106
119,107
120,108
121,108
122,109
123,110
124,110
125,110
126,109
127,109
128,109
129,109
130,110
131,110
132,111
133,111
134,111
135,110
136,110
137,109
138,108
139,108
140,108
141,108
142,108
143,108
144,109
145,110
146,110
147,110
148,110
149,109
150,109
151,109
152,109
153,109
154,110
155,110
156,111
157,112
158,113
159,113
160,114
161,114
162,114
163,114
164,115
165,115
166,116
167,116
168,116
169,116
170,117
171,117
172,118
173,118
174,118
175,119
176,119
177,118
178,118
179,118
180,118
181,117
182,117
183,117
184,117
185,118
186,118
187,118
188,118
189,118
190,117
191,117
192,116
193,116
194,116
195,116
196,116
197,115
198,115
199,114
200,114
201,113
202,113
203,113
204,114
205,114
206,115
207,116
208,116
209,116
210,116
211,116
212,115
213,115
214,115
215,116
216,116
217,117
218,117
219,117
220,118
221,118
222,118
223,118
224,117
225,116
226,116
227,116
228,116
229,116
230,117
231,117
232,117
233,117
234,116
235,116
236,116
237,116
238,116
239,116
240,117
241,117
242,117
243,117
244,116
245,115
246,114
247,114
248,114
249,114
250,115
251,115
252,116
253,117
254,118
255,119
256,119
257,119
258,118
259,118
260,118
261,119
262,119
263,120
264,120
265,121
266,121
267,122
268,121
269,121
270,121
271,121
272,120
273,120
274,120
275,121
276,121
277,122
278,122
279,123
280,123
281,123
282,123
283,123
284,123
285,124
286,124
287,125
288,125
289,124
290,124
291,124
292,123
293,123
294,123
295,123
296,123
297,123
298,124
299,125
300,125
301,125
302,125
303,125
304,125
305,125
306,125
307,125
308,125
309,126
310,126
311,127
312,128
313,128
314,129
315,129
316,129
317,129
318,129
319,129
320,129
321,129
322,128
323,129
324,129
325,129
326,129
327,130
328,130
329,130
330,131
331,131
332,131
333,131
334,132
335,132
336,133
337,133
338,134
339,134
340,135
341,135
342,135
343,135
344,135
345,135
346,135
347,135
348,135
349,135
350,135
351,135
352,135
353,135
354,134
355,134
356,134
357,134
358,134
359,134
360,134
361,135
362,135
363,136
364,136
365,137
366,137
367,138
368,138
369,139
370,139
371,139
372,139
373,140
374,140
375,140
376,140
377,141
378,141
379,142
380,142
381,142
382,142
383,143
384,142
385,142
386,142
387,142
388,143
389,143
390,143
391,143
392,143
393,144
394,144
395,143
396,143
397,143
398,142
399,142
400,142
401,141
402,141
403,141
404,141
405,141
406,141
407,141
408,142
409,142
410,142
411,143
412,143
413,143
414,143
415,143
416,143
417,144
418,144
419,144
420,145
421,145
422,145
423,145
424,145
425,145
426,145
427,145
428,144
429,144
430,144
431,144
432,143
433,143
434,143
435,142
436,142
437,142
438,143
439,143
440,143
441,144
442,144
443,144
444,144
445,144
446,144
447,144
448,143
449,143
450,143
451,143
452,143
453,143
454,142
455,142
456,142
457,142
458,142
459,142
460,142
461,142
462,142
463,142
464,142
465,142
466,142
467,142
468,142
469,142
470,142
471,142
472,143
473,143
474,143
475,143
476,143
477,143
478,144
479,144
480,144
481,144
482,145
483,145
484,146
485,146
486,147
487,147
488,148
489,148
490,148
491,148
492,148
493,148
494,147
495,147
496,147
497,147
498,147
499,147
500,147
501,147
502,147
503,147
504,147
505,147
506,148
507,148
508,148
509,148
510,148
511,148
512,148
513,148
514,148
515,148
516,149
517,149
518,150
519,150
520,150
521,150
522,151
523,151
524,151
525,151
526,151
527,151
528,151
529,151
530,151
531,151
532,150
533,150
534,150
535,150
536,150
537,150
538,150
539,150
540,150
541,150
542,150
543,150
544,150
545,150
546,150
547,150
548,150
549,150
550,150
551,150
552,150
553,151
554,151
555,151
556,151
557,151
558,152
559,152
560,152
561,153
562,153
563,153
564,152
565,152
566,152
567,152
568,152
569,153
570,153
571,153
572,154
573,154
574,154
575,154
576,154
577,154
578,154
579,154
580,154
581,154
582,154
583,155
584,155
585,155
586,155
587,155
588,155
589,155
590,155
591,155
592,154
593,154
594,154
595,154
596,154
597,154
598,154
599,154
600,154
601,155
602,155
603,155
604,156
605,156
606,156
607,157
608,157
609,157
610,157
611,157
612,157
613,157
614,157
615,157
616,157
617,157
618,157
619,157
620,157
621,157
622,158
623,158
624,158
625,158
626,159
627,159
628,159
629,159
630,159
631,160
632,160
633,160
634,160
635,160
636,160
637,160
638,160
639,160
640,161
641,161
642,161
643,161
644,161
645,161
646,161
647,161
648,161
649,161
650,161
651,161
652,161
653,162
654,162
655,161
656,162
657,161
658,161
659,161
660,161
661,161
662,161
663,161
664,161
665,161
666,161
667,161
668,162
669,162
670,162
671,162
672,162
673,163
674,163
675,163
676,163
677,163
678,164
679,164
680,164
681,164
682,164
683,164
684,164
685,164
686,164
687,164
688,164
689,164
690,164
691,164
692,164
693,164
694,164
695,164
696,165
697,165
698,165
699,165
700,165
701,165
702,165
703,165
704,165
705,165
706,165
707,165
708,165
709,165
710,166
711,165
712,165
713,166
714,166
715,165
716,165
717,165
718,165
719,165
720,165
721,165
722,165
723,165
724,165
725,165
726,165
727,165
728,166
729,166
730,166
731,166
732,166
733,166
734,166
735,166
736,166
737,166
738,166
739,166
740,166
741,166
742,166
743,167
744,167
745,167
746,167
747,167
