second,fc
1,107
2,109
3,111
4,112
5,113
6,115
7,117
8,118
9,120
10,122
11,125
12,126
13,128
14,131
15,133
16,135
17,137
18,139
19,140
20,142
21,143
22,144
23,144
24,146
25,147
26,148
27,150
28,151
29,152
30,153
